,BAD,Loan Total,Mortgage Due,Value,Reason of Default,Occupation,Years at Job,Major derogatory,Delinquent credit lines,Age Of Oldest Credit Line in Months,Number Of Recent Credit Inquiries,Number of Credit Lines,Debt-to-Income Ratio,Home Value
2788,0,15700,135886.0,"100000-199,999",DebtCon,Mgr,10.0,0.0,0.0,247.96506535,0.0,21.0,30.326398916,"100000-199,999"
4082,0,21300,143676.0,"100000-199,999",HomeImp,Mgr,8.0,0.0,0.0,313.18746512,0.0,17.0,43.645348659,"100000-199,999"
3672,1,19300,152000.0,"100000-199,999",HomeImp,Self,1.0,,,,,,,"100000-199,999"
2118,0,13300,153411.0,"100000-199,999",DebtCon,ProfExe,7.0,,0.0,198.39162001,3.0,25.0,41.987115537,"100000-199,999"
1512,0,11100,148235.0,"100000-199,999",HomeImp,Office,4.0,0.0,0.0,198.80971711,0.0,55.0,33.538726151999995,"100000-199,999"
4646,0,24400,147073.0,"100000-199,999",DebtCon,Other,2.0,0.0,0.0,173.71494662,0.0,35.0,37.81236793,"100000-199,999"
4943,0,26100,113266.0,"100000-199,999",DebtCon,Sales,18.0,0.0,0.0,304.85246909,1.0,31.0,33.193949357,"100000-199,999"
3968,0,20800,107787.0,"100000-199,999",DebtCon,Office,7.0,0.0,0.0,214.33056821,3.0,23.0,41.928469494,"100000-199,999"
5315,0,29900,135955.0,"100000-199,999",DebtCon,ProfExe,0.0,0.0,0.0,235.37103849999997,2.0,18.0,38.699746592,"100000-199,999"
2601,1,15000,166000.0,"100000-199,999",DebtCon,,3.5,4.0,0.0,74.06666666699999,2.0,14.0,,"100000-199,999"
5286,0,28900,109888.0,"100000-199,999",DebtCon,Sales,16.0,0.0,0.0,302.22641765,1.0,30.0,33.319061895,"100000-199,999"
3352,0,17800,137169.0,"100000-199,999",DebtCon,Mgr,12.0,0.0,0.0,241.37530714,0.0,21.0,28.846448119,"100000-199,999"
3427,0,18100,112832.0,"100000-199,999",DebtCon,Office,8.0,0.0,0.0,230.07213106,3.0,23.0,40.298698909,"100000-199,999"
5166,0,27700,141930.0,"100000-199,999",DebtCon,ProfExe,0.0,0.0,0.0,235.63057648,2.0,19.0,41.958813501,"100000-199,999"
2208,0,13600,159591.0,"100000-199,999",DebtCon,ProfExe,7.0,,1.0,199.69861743,3.0,25.0,42.319518305,"100000-199,999"
5347,0,30300,137927.0,"100000-199,999",DebtCon,ProfExe,1.0,1.0,0.0,248.98067202,1.0,18.0,40.361852067,"100000-199,999"
4532,0,23600,140284.0,"100000-199,999",DebtCon,ProfExe,21.0,0.0,0.0,224.94134673,0.0,24.0,41.871755799,"100000-199,999"
4988,0,26400,134642.0,"100000-199,999",DebtCon,Mgr,0.0,,,122.45686327,,39.0,32.698800459,"100000-199,999"
4267,0,22200,137889.0,"100000-199,999",HomeImp,Mgr,6.0,0.0,0.0,317.35612488,0.0,17.0,44.968713692,"100000-199,999"
5033,0,26800,149729.0,"100000-199,999",DebtCon,ProfExe,7.0,0.0,0.0,331.25655711,0.0,34.0,37.000883221,"100000-199,999"
4622,0,24200,150939.0,"100000-199,999",DebtCon,Other,1.0,0.0,0.0,205.77680196,0.0,34.0,39.656334058,"100000-199,999"
5159,0,27700,149169.0,"100000-199,999",DebtCon,ProfExe,8.0,0.0,0.0,314.78583915,0.0,35.0,37.636682724,"100000-199,999"
1947,0,12700,159661.0,"100000-199,999",DebtCon,ProfExe,7.0,,1.0,210.11522091,4.0,26.0,43.768191776,"100000-199,999"
5037,0,26800,148471.0,"100000-199,999",DebtCon,ProfExe,4.0,0.0,0.0,323.26238295,0.0,35.0,37.272271308,"100000-199,999"
4444,0,23100,75837.0,"100000-199,999",,Other,9.0,0.0,0.0,377.29103995,0.0,17.0,31.435316117,"100000-199,999"
4579,0,23900,140328.0,"100000-199,999",HomeImp,Mgr,8.0,0.0,0.0,322.78811436,0.0,17.0,45.413177555,"100000-199,999"
4517,0,23600,70769.0,"100000-199,999",,Other,11.0,0.0,0.0,367.09848754,1.0,17.0,33.789192331,"100000-199,999"
5199,0,28100,135991.0,"100000-199,999",DebtCon,Mgr,0.0,,,131.58912441,,38.0,31.085617659,"100000-199,999"
4739,0,25000,140000.0,"100000-199,999",DebtCon,ProfExe,12.6,0.0,1.0,148.13333333,0.0,37.0,,"100000-199,999"
3959,0,20700,140776.0,"100000-199,999",HomeImp,Mgr,7.0,0.0,0.0,315.37439124,0.0,17.0,43.85601978,"100000-199,999"
3419,0,18100,144692.0,"100000-199,999",DebtCon,Mgr,11.0,0.0,0.0,256.2054726,0.0,21.0,27.384116512,"100000-199,999"
2087,0,13200,155478.0,"100000-199,999",HomeImp,Office,5.0,0.0,0.0,196.24137089,1.0,55.0,35.602875363,"100000-199,999"
4233,0,22000,143355.0,"100000-199,999",DebtCon,ProfExe,6.0,,,174.84628965,3.0,43.0,42.221164626,"100000-199,999"
3105,0,16800,144756.0,"100000-199,999",DebtCon,Mgr,11.0,0.0,0.0,243.54225494,0.0,20.0,26.733982835,"100000-199,999"
5124,1,27500,137900.0,"100000-199,999",DebtCon,Office,10.0,0.0,0.0,,0.0,0.0,,"100000-199,999"
4966,0,26300,147600.0,"100000-199,999",DebtCon,ProfExe,5.0,0.0,0.0,310.34814574,0.0,35.0,38.235086271,"100000-199,999"
5186,0,27900,135511.0,"100000-199,999",DebtCon,ProfExe,1.0,1.0,0.0,241.05228345,2.0,19.0,38.606492713,"100000-199,999"
4111,0,21500,141688.0,"100000-199,999",HomeImp,Mgr,8.0,0.0,0.0,311.42612789,0.0,16.0,44.590155228,"100000-199,999"
4426,0,23000,76213.0,"100000-199,999",,Other,12.0,0.0,0.0,379.34995485,0.0,16.0,32.040366079,"100000-199,999"
1370,0,10700,126751.0,"100000-199,999",DebtCon,Other,8.0,0.0,0.0,225.87035215,0.0,19.0,34.13705457,"100000-199,999"
4860,0,25500,113204.0,"100000-199,999",DebtCon,Sales,17.0,1.0,0.0,308.95819842,1.0,31.0,34.357865999999994,"100000-199,999"
4784,0,25000,135501.0,"100000-199,999",DebtCon,Mgr,0.0,,,119.53052541,,39.0,30.65881623,"100000-199,999"
2654,0,15200,137128.0,"100000-199,999",DebtCon,Mgr,11.0,0.0,0.0,254.35602009,0.0,21.0,28.815035636999998,"100000-199,999"
1400,0,10800,125732.0,"100000-199,999",DebtCon,Other,7.0,0.0,0.0,212.22346879,0.0,19.0,33.920789966,"100000-199,999"
2261,0,13800,152441.0,"100000-199,999",DebtCon,ProfExe,6.0,,0.0,217.24212905,3.0,25.0,40.827344633,"100000-199,999"
4730,0,25000,145000.0,"100000-199,999",HomeImp,Self,2.0,0.0,0.0,176.5,1.0,17.0,,"100000-199,999"
4103,0,21400,143151.0,"100000-199,999",HomeImp,Mgr,7.0,0.0,0.0,314.98428693,0.0,17.0,43.10300163,"100000-199,999"
5183,0,27900,142346.0,"100000-199,999",DebtCon,ProfExe,9.0,0.0,1.0,155.54869901,0.0,36.0,39.397042716,"100000-199,999"
5023,0,26700,146193.0,"100000-199,999",DebtCon,ProfExe,11.0,0.0,0.0,156.2294564,0.0,36.0,39.210272093,"100000-199,999"
5101,0,27300,135823.0,"100000-199,999",DebtCon,Mgr,1.0,,,135.35974766,,38.0,32.794976443,"100000-199,999"
4133,0,21600,77139.0,"100000-199,999",,Other,11.0,0.0,0.0,358.42842429,0.0,17.0,33.167431222,"100000-199,999"
5257,0,28600,136546.0,"100000-199,999",DebtCon,ProfExe,0.0,0.0,0.0,212.31409848,3.0,19.0,40.516801315,"100000-199,999"
2587,1,15000,153000.0,"100000-199,999",DebtCon,Mgr,8.0,,2.0,154.2,,31.0,,"100000-199,999"
3811,1,20000,143000.0,"100000-199,999",DebtCon,Office,1.5,2.0,3.0,73.033333333,2.0,11.0,,"100000-199,999"
3924,0,20500,76620.0,"100000-199,999",,Other,8.0,0.0,0.0,360.64005406,1.0,16.0,33.754318614,"100000-199,999"
4449,0,23100,72712.0,"100000-199,999",,Other,10.0,0.0,0.0,362.18170443,1.0,16.0,31.86715522,"100000-199,999"
4919,0,25900,152071.0,"100000-199,999",HomeImp,Self,0.0,0.0,0.0,185.54351198,0.0,16.0,40.642278896,"100000-199,999"
5274,0,28800,134144.0,"100000-199,999",DebtCon,Mgr,2.0,,,122.5038922,,39.0,30.338219429000002,"100000-199,999"
5220,0,28200,148772.0,"100000-199,999",HomeImp,Self,3.0,0.0,0.0,203.57585973,1.0,17.0,43.304658069,"100000-199,999"
5252,0,28500,137174.0,"100000-199,999",DebtCon,Mgr,1.0,,,115.29481113,,39.0,32.87512565,"100000-199,999"
5337,0,30100,138322.0,"100000-199,999",DebtCon,ProfExe,2.0,0.0,0.0,215.75086797,2.0,19.0,39.189141603,"100000-199,999"
5229,0,28300,137159.0,"100000-199,999",DebtCon,Mgr,0.0,,,112.17281254,,38.0,29.874731494000002,"100000-199,999"
4551,0,23800,74390.0,"100000-199,999",,Other,10.0,0.0,0.0,363.14019166,1.0,16.0,30.27099531,"100000-199,999"
4152,0,21700,70252.0,"100000-199,999",,Other,11.0,0.0,0.0,356.88649897,1.0,16.0,30.184001338,"100000-199,999"
4276,0,22300,72814.0,"100000-199,999",,Other,10.0,0.0,0.0,367.24735835,1.0,16.0,30.333587908000002,"100000-199,999"
4539,0,23700,138632.0,"100000-199,999",DebtCon,ProfExe,20.0,0.0,0.0,225.89772555,0.0,24.0,42.766829611999995,"100000-199,999"
5264,0,28700,137247.0,"100000-199,999",DebtCon,Mgr,0.0,,,110.49500235,,39.0,30.859724325,"100000-199,999"
4114,0,21500,135899.0,"100000-199,999",DebtCon,ProfExe,18.0,0.0,0.0,227.34748644,1.0,24.0,42.660677489,"100000-199,999"
4347,1,22600,155056.0,"100000-199,999",DebtCon,Mgr,0.1,0.0,0.0,253.6,0.0,27.0,,"100000-199,999"
5375,1,30800,147577.0,"100000-199,999",DebtCon,Office,11.0,0.0,0.0,,0.0,0.0,42.362252638,"100000-199,999"
4995,0,26500,145393.0,"100000-199,999",HomeImp,Self,3.0,0.0,0.0,194.22774484,1.0,16.0,40.854864993,"100000-199,999"
4791,0,25100,147622.0,"100000-199,999",HomeImp,Self,3.0,0.0,0.0,170.48072082,0.0,16.0,41.52143161,"100000-199,999"
5311,0,29800,134560.0,"100000-199,999",DebtCon,ProfExe,1.0,0.0,0.0,225.09229867,1.0,19.0,39.211937494000004,"100000-199,999"
5147,0,27600,129311.0,"100000-199,999",DebtCon,Mgr,1.0,,,122.51688476,,39.0,30.474173738,"100000-199,999"
5383,0,31000,133471.0,"100000-199,999",DebtCon,ProfExe,0.0,0.0,0.0,218.53826063,2.0,18.0,40.315083490999996,"100000-199,999"
5391,0,31100,136521.0,"100000-199,999",DebtCon,ProfExe,1.0,1.0,0.0,227.65187783,2.0,19.0,38.518644882,"100000-199,999"
4209,0,21900,70152.0,"100000-199,999",,Other,9.0,0.0,0.0,367.54149045,0.0,17.0,32.692515336,"100000-199,999"
5277,0,28900,135770.0,"100000-199,999",DebtCon,ProfExe,0.0,1.0,0.0,229.75322241,2.0,19.0,40.631871388,"100000-199,999"
5109,0,27300,140773.0,"100000-199,999",DebtCon,ProfExe,12.0,0.0,0.0,144.09346485,0.0,37.0,41.482803685,"100000-199,999"
4776,1,25000,104000.0,"100000-199,999",DebtCon,Other,0.7,0.0,11.0,194.8,1.0,14.0,,"100000-199,999"
4986,0,26400,153853.0,"100000-199,999",HomeImp,Self,2.0,0.0,0.0,172.57083327,0.0,17.0,43.35819405,"100000-199,999"
3173,1,17000,170636.0,"100000-199,999",DebtCon,,1.0,4.0,0.0,67.40828496600001,1.0,13.0,44.751572195,"100000-199,999"
4523,0,23600,69846.0,"100000-199,999",,Other,11.0,0.0,0.0,357.8050619,0.0,17.0,30.564280336,"100000-199,999"
4013,0,21000,133430.0,"100000-199,999",DebtCon,ProfExe,22.0,0.0,0.0,229.98699803,1.0,23.0,40.564121581,"100000-199,999"
3818,1,20000,142500.0,"100000-199,999",DebtCon,Mgr,0.2,2.0,4.0,313.53333333,3.0,18.0,,"100000-199,999"
5476,0,33000,138000.0,"100000-199,999",DebtCon,ProfExe,22.0,0.0,0.0,188.16666667,1.0,22.0,,"100000-199,999"
4935,1,26000,154000.0,"100000-199,999",,Other,0.0,0.0,4.0,171.43333333,3.0,58.0,,"100000-199,999"
3624,0,19000,145800.0,"100000-199,999",DebtCon,ProfExe,13.0,,,109.66666667,1.0,24.0,,"100000-199,999"
5563,0,36000,145908.0,"100000-199,999",DebtCon,ProfExe,20.0,0.0,0.0,179.71924547,0.0,21.0,38.600764985,"100000-199,999"
5536,0,34800,138680.0,"100000-199,999",DebtCon,ProfExe,21.0,0.0,0.0,198.12333421,0.0,21.0,35.577239252,"100000-199,999"
4129,1,21600,144276.0,"100000-199,999",DebtCon,Mgr,0.0,1.0,4.0,313.42732166,2.0,18.0,37.971354949,"100000-199,999"
5602,0,37500,127000.0,"100000-199,999",DebtCon,Mgr,,1.0,0.0,181.63333333,0.0,25.0,,"100000-199,999"
4119,0,21500,153783.0,"100000-199,999",DebtCon,ProfExe,10.0,,,105.35993104,0.0,23.0,31.792387827,"100000-199,999"
3158,0,17000,152900.0,"100000-199,999",DebtCon,Other,7.5,0.0,0.0,,2.0,16.0,,"100000-199,999"
5655,0,39800,129611.0,"100000-199,999",DebtCon,Mgr,,0.0,0.0,183.7992158,0.0,25.0,35.552486358,"100000-199,999"
5217,0,28200,148455.0,"100000-199,999",HomeImp,Self,1.0,0.0,0.0,186.98304288,0.0,17.0,39.563303075,"100000-199,999"
5627,0,38600,136879.0,"100000-199,999",DebtCon,Mgr,,1.0,0.0,185.31494511,0.0,25.0,35.059163233,"100000-199,999"
5137,0,27600,150120.0,"100000-199,999",HomeImp,Self,3.0,0.0,0.0,178.03849109,1.0,16.0,41.807428045,"100000-199,999"
5657,0,40000,134029.0,"100000-199,999",DebtCon,Mgr,,1.0,0.0,178.7809596,0.0,24.0,34.521450249000004,"100000-199,999"
1160,0,10000,124000.0,"100000-199,999",HomeImp,Office,0.0,0.0,1.0,346.96666667,0.0,16.0,,"100000-199,999"
3964,0,20800,155315.0,"100000-199,999",DebtCon,ProfExe,11.0,,,114.48219764,0.0,23.0,29.891571941,"100000-199,999"
5125,0,27500,150666.0,"100000-199,999",HomeImp,Self,3.0,0.0,0.0,177.87147325,0.0,17.0,39.978650331,"100000-199,999"
5235,0,28400,150784.0,"100000-199,999",HomeImp,Self,0.0,0.0,0.0,173.30549337,1.0,16.0,41.543254137,"100000-199,999"
5288,0,29000,152065.0,"100000-199,999",HomeImp,Self,2.0,0.0,0.0,166.94856833,0.0,16.0,41.563839245,"100000-199,999"
4839,1,25400,107343.0,"100000-199,999",DebtCon,Other,1.0,0.0,10.0,192.6716931,1.0,14.0,35.759760239,"100000-199,999"
5648,0,39500,132485.0,"100000-199,999",DebtCon,Mgr,,1.0,0.0,176.12388138,0.0,24.0,31.737478202,"100000-199,999"
3676,0,19300,146465.0,"100000-199,999",DebtCon,ProfExe,13.0,,,110.64880682,1.0,23.0,29.975576027,"100000-199,999"
5182,0,27900,149359.0,"100000-199,999",HomeImp,Self,0.0,0.0,0.0,172.57959055,1.0,16.0,40.135531359,"100000-199,999"
3026,0,16500,163000.0,"100000-199,999",DebtCon,ProfExe,10.0,0.0,0.0,262.73333333,1.0,38.0,,"100000-199,999"
4193,0,21900,147638.0,"100000-199,999",DebtCon,ProfExe,13.0,,,100.77592598,1.0,23.0,29.531444395,"100000-199,999"
5035,0,26800,145772.0,"100000-199,999",DebtCon,ProfExe,12.0,0.0,0.0,147.93879535,0.0,36.0,40.904321038,"100000-199,999"
5652,0,39700,134586.0,"100000-199,999",DebtCon,Mgr,,1.0,0.0,179.06935574,0.0,25.0,32.041133968000004,"100000-199,999"
5650,0,39600,134552.0,"100000-199,999",DebtCon,Mgr,,0.0,0.0,185.19383656,0.0,25.0,33.217961697,"100000-199,999"
42,1,3000,119826.0,"100000-199,999",HomeImp,Other,8.0,0.0,0.0,130.03335846,0.0,27.0,,"100000-199,999"
4408,1,22900,161754.0,"100000-199,999",DebtCon,Mgr,2.0,0.0,0.0,260.25108099,0.0,27.0,30.278929391,"100000-199,999"
3769,1,20000,145500.0,"100000-199,999",HomeImp,Self,4.5,0.0,0.0,67.9,5.0,5.0,,"100000-199,999"
3282,0,17500,153839.0,"100000-199,999",DebtCon,Other,7.0,0.0,0.0,,1.0,15.0,29.113651196,"100000-199,999"
2288,0,13900,127259.0,"100000-199,999",HomeImp,Office,1.0,0.0,1.0,341.64350174,0.0,16.0,40.107659088000005,"100000-199,999"
5272,0,28800,151328.0,"100000-199,999",HomeImp,Self,2.0,0.0,0.0,174.97705282,0.0,17.0,42.112540128,"100000-199,999"
5690,0,41100,129281.0,"100000-199,999",DebtCon,Mgr,,1.0,0.0,197.43206905,0.0,25.0,32.514768714,"100000-199,999"
1203,0,10000,127319.0,"100000-199,999",HomeImp,Office,1.0,0.0,1.0,337.68997169999994,0.0,16.0,41.447505948,"100000-199,999"
3394,0,18000,124000.0,"100000-199,999",HomeImp,ProfExe,13.0,0.0,0.0,202.9,0.0,22.0,,"100000-199,999"
5487,0,33200,140690.0,"100000-199,999",DebtCon,ProfExe,21.0,0.0,0.0,177.24755403,0.0,22.0,38.981210278,"100000-199,999"
5640,0,39100,128996.0,"100000-199,999",DebtCon,Mgr,,1.0,0.0,167.66450863,0.0,25.0,31.805596283000003,"100000-199,999"
1542,0,11300,129489.0,"100000-199,999",HomeImp,Office,0.0,0.0,1.0,356.31348584,0.0,16.0,41.634017956,"100000-199,999"
5575,0,36300,142395.0,"100000-199,999",DebtCon,ProfExe,22.0,0.0,0.0,185.35937208,0.0,22.0,38.355094885999996,"100000-199,999"
1563,0,11400,125486.0,"100000-199,999",HomeImp,Office,0.0,0.0,0.0,354.29028718,0.0,15.0,38.143068786,"100000-199,999"
5532,0,34600,143542.0,"100000-199,999",DebtCon,ProfExe,23.0,0.0,0.0,174.63534866,1.0,22.0,37.447384006,"100000-199,999"
4140,0,21600,152639.0,"100000-199,999",DebtCon,ProfExe,14.0,,,127.7781102,0.0,24.0,29.153071493000002,"100000-199,999"
5537,0,34800,139519.0,"100000-199,999",DebtCon,ProfExe,22.0,0.0,0.0,182.66477215,0.0,22.0,36.955917364,"100000-199,999"
5581,0,36500,141200.0,"100000-199,999",DebtCon,ProfExe,23.0,0.0,0.0,182.72889478,0.0,22.0,37.405509575,"100000-199,999"
5503,0,33700,142468.0,"100000-199,999",DebtCon,ProfExe,22.0,0.0,0.0,200.8607367,1.0,22.0,36.505271144,"100000-199,999"
3666,0,19300,148542.0,"100000-199,999",DebtCon,ProfExe,12.0,,,110.32763507,0.0,23.0,30.536610591,"100000-199,999"
3892,0,20400,153958.0,"100000-199,999",DebtCon,Other,9.0,0.0,0.0,,1.0,15.0,31.134624378,"100000-199,999"
3614,0,19000,172108.0,"100000-199,999",DebtCon,ProfExe,10.0,0.0,0.0,276.76334062,0.0,38.0,24.475689897,"100000-199,999"
5622,0,38200,128081.0,"100000-199,999",DebtCon,Mgr,,0.0,0.0,197.86549208,0.0,24.0,32.567856908,"100000-199,999"
1534,0,11300,124205.0,"100000-199,999",HomeImp,Office,0.0,0.0,1.0,332.72338954,0.0,15.0,40.120168319,"100000-199,999"
5525,0,34300,146171.0,"100000-199,999",DebtCon,ProfExe,19.0,0.0,0.0,195.55580104,1.0,21.0,37.949593406999995,"100000-199,999"
5553,0,35500,142713.0,"100000-199,999",DebtCon,ProfExe,21.0,0.0,0.0,191.86611752,1.0,22.0,35.647442566,"100000-199,999"
5521,0,34100,138523.0,"100000-199,999",DebtCon,ProfExe,21.0,0.0,0.0,185.00543467,1.0,22.0,38.896039504,"100000-199,999"
3409,0,18000,161413.0,"100000-199,999",DebtCon,Other,7.0,0.0,0.0,,2.0,16.0,30.778166836999997,"100000-199,999"
3861,0,20200,153084.0,"100000-199,999",DebtCon,Other,6.0,0.0,0.0,,1.0,16.0,32.011799943,"100000-199,999"
537,0,7300,131000.0,"100000-199,999",DebtCon,ProfExe,1.5,0.0,0.0,68.033333333,2.0,23.0,,"100000-199,999"
3642,0,19100,129111.0,"100000-199,999",HomeImp,ProfExe,12.0,0.0,0.0,207.15517384,0.0,21.0,36.141777843,"100000-199,999"
4371,0,22700,155284.0,"100000-199,999",DebtCon,ProfExe,15.0,,,103.7859943,0.0,24.0,29.540322043000003,"100000-199,999"
5668,0,40100,129625.0,"100000-199,999",DebtCon,Mgr,,0.0,0.0,178.76739355,0.0,25.0,33.199310594,"100000-199,999"
5891,0,59200,119000.0,"100000-199,999",DebtCon,ProfExe,9.0,0.0,0.0,309.13333333,2.0,27.0,,"100000-199,999"
1845,0,12400,132894.0,"100000-199,999",HomeImp,Office,0.0,0.0,1.0,355.1639113,0.0,16.0,40.540295366,"100000-199,999"
5901,0,62500,124491.0,"100000-199,999",DebtCon,ProfExe,10.0,0.0,0.0,324.32073181,1.0,26.0,38.069751444,"100000-199,999"
5683,0,40800,127034.0,"100000-199,999",DebtCon,Mgr,,1.0,0.0,186.5429439,0.0,25.0,35.400021279,"100000-199,999"
1906,0,12600,125688.0,"100000-199,999",HomeImp,Office,0.0,0.0,1.0,344.7479335,0.0,16.0,39.483820073000004,"100000-199,999"
1614,0,11600,129432.0,"100000-199,999",HomeImp,Office,0.0,0.0,0.0,341.04732919,0.0,16.0,39.963258508,"100000-199,999"
5507,0,33700,147522.0,"100000-199,999",DebtCon,ProfExe,20.0,0.0,0.0,188.14935613,1.0,21.0,37.308536262,"100000-199,999"
5519,0,34100,139035.0,"100000-199,999",DebtCon,ProfExe,23.0,0.0,0.0,171.96329162,1.0,22.0,37.685892078,"100000-199,999"
3592,0,18900,154563.0,"100000-199,999",DebtCon,Other,7.0,0.0,0.0,,1.0,15.0,29.47261446,"100000-199,999"
3915,0,20500,169689.0,"100000-199,999",DebtCon,ProfExe,9.0,0.0,0.0,258.62004189,1.0,37.0,26.366126268000002,"100000-199,999"
3748,0,19900,132878.0,"100000-199,999",HomeImp,ProfExe,14.0,0.0,0.0,197.92380603,0.0,22.0,35.330603966,"100000-199,999"
929,0,9000,131108.0,"100000-199,999",DebtCon,ProfExe,1.0,0.0,0.0,61.000985498999995,1.0,22.0,35.930610888000004,"100000-199,999"
3574,0,18800,166737.0,"100000-199,999",DebtCon,ProfExe,9.0,0.0,0.0,270.88268753,1.0,38.0,25.532128786999998,"100000-199,999"
4032,0,21000,131378.0,"100000-199,999",HomeImp,ProfExe,12.0,0.0,0.0,208.60596567,0.0,21.0,37.099279114,"100000-199,999"
3654,0,19200,153722.0,"100000-199,999",DebtCon,ProfExe,13.0,,,121.94291622,0.0,24.0,29.802859083,"100000-199,999"
3969,0,20800,156393.0,"100000-199,999",DebtCon,Other,7.0,0.0,0.0,,2.0,16.0,30.923407463,"100000-199,999"
2052,1,13000,177000.0,"200000-399,999",DebtCon,Mgr,3.0,0.0,2.0,195.83333333,1.0,50.0,,"200000-399,999"
3628,1,19000,171106.0,"200000-399,999",DebtCon,Other,9.8,3.0,0.0,153.16666667,0.0,26.0,,"200000-399,999"
4763,1,25000,123184.0,"200000-399,999",DebtCon,Other,12.0,0.0,1.0,160.3,1.0,32.0,,"200000-399,999"
326,1,6000,179397.0,"200000-399,999",DebtCon,ProfExe,5.0,6.0,0.0,90.3,6.0,29.0,,"200000-399,999"
4724,0,25000,99348.0,"200000-399,999",DebtCon,Other,23.0,0.0,0.0,199.83333333,0.0,19.0,,"200000-399,999"
691,0,8100,78508.0,"200000-399,999",HomeImp,Self,14.0,0.0,0.0,9.1,,8.0,,"200000-399,999"
3616,0,19000,167104.0,"200000-399,999",DebtCon,ProfExe,9.0,0.0,0.0,256.64834362,0.0,38.0,23.668678491999998,"200000-399,999"
733,0,8200,135929.0,"200000-399,999",DebtCon,ProfExe,0.0,0.0,0.0,69.617174882,1.0,23.0,37.805432649000004,"200000-399,999"
3878,0,20300,153896.0,"200000-399,999",DebtCon,Other,7.0,0.0,0.0,,2.0,16.0,29.075187648000004,"200000-399,999"
5604,0,37600,141000.0,"200000-399,999",HomeImp,ProfExe,5.0,0.0,0.0,145.63333333,0.0,31.0,,"200000-399,999"
1219,0,10100,137299.0,"200000-399,999",DebtCon,ProfExe,0.0,0.0,0.0,66.357590464,2.0,23.0,35.2377013,"200000-399,999"
1347,0,10600,81151.0,"200000-399,999",HomeImp,Self,14.0,0.0,0.0,9.5341427099,,7.0,21.223213992,"200000-399,999"
1572,0,11400,84278.0,"200000-399,999",HomeImp,Self,14.0,0.0,0.0,4.4127700608,,8.0,19.112485067,"200000-399,999"
4116,0,21500,125451.0,"200000-399,999",HomeImp,ProfExe,13.0,0.0,0.0,205.27836456,0.0,22.0,36.89339399,"200000-399,999"
2185,0,13500,124696.0,"200000-399,999",HomeImp,Office,0.0,0.0,1.0,348.66949199,0.0,16.0,39.550703015,"200000-399,999"
3684,0,19400,167450.0,"200000-399,999",DebtCon,ProfExe,9.0,0.0,0.0,264.69798241,1.0,37.0,25.630798735,"200000-399,999"
5290,1,29000,149900.0,"200000-399,999",,Self,5.0,4.0,4.0,131.93333333,1.0,29.0,,"200000-399,999"
3848,0,20100,171132.0,"200000-399,999",DebtCon,ProfExe,11.0,0.0,0.0,250.92306961,0.0,38.0,25.965532663,"200000-399,999"
1936,0,12700,130867.0,"200000-399,999",HomeImp,Office,0.0,0.0,1.0,340.79534444,0.0,15.0,40.168827023,"200000-399,999"
1039,0,9600,84333.0,"200000-399,999",HomeImp,Self,14.0,0.0,0.0,13.213057261,,7.0,17.825630936,"200000-399,999"
3815,1,20000,70862.0,"200000-399,999",,Mgr,9.3,0.0,1.0,290.16670565,1.0,25.0,,"200000-399,999"
843,0,8700,87415.0,"200000-399,999",HomeImp,Self,13.0,0.0,0.0,13.924759121,,7.0,20.253863892000002,"200000-399,999"
1122,0,9900,84920.0,"200000-399,999",HomeImp,Self,13.0,0.0,0.0,3.0443841399,,8.0,21.05764132,"200000-399,999"
1352,0,10600,136820.0,"200000-399,999",DebtCon,ProfExe,2.0,0.0,0.0,68.353056056,1.0,22.0,38.0722099,"200000-399,999"
4811,0,25100,108235.0,"200000-399,999",DebtCon,Other,24.0,0.0,0.0,199.48646366,0.0,19.0,23.652339813,"200000-399,999"
5903,0,62900,119903.0,"200000-399,999",DebtCon,ProfExe,9.0,0.0,0.0,297.30748082,1.0,25.0,37.636502449,"200000-399,999"
1570,0,11400,84380.0,"200000-399,999",HomeImp,Self,13.0,0.0,0.0,34.914371681999995,,7.0,18.84034872,"200000-399,999"
4725,0,25000,149000.0,"200000-399,999",HomeImp,Other,11.0,0.0,0.0,256.66666667,2.0,34.0,,"200000-399,999"
5139,0,27600,153063.0,"200000-399,999",HomeImp,Other,10.0,0.0,0.0,266.93895601,2.0,33.0,42.829145821,"200000-399,999"
871,0,8800,135899.0,"200000-399,999",DebtCon,ProfExe,1.0,0.0,0.0,53.767621524,1.0,23.0,35.932025066,"200000-399,999"
2579,0,15000,116000.0,"200000-399,999",DebtCon,Other,3.5,0.0,0.0,202.96666667,0.0,17.0,,"200000-399,999"
5688,0,40900,149281.0,"200000-399,999",HomeImp,ProfExe,4.0,0.0,0.0,156.78306895,0.0,30.0,34.416519814000004,"200000-399,999"
5611,0,37900,150044.0,"200000-399,999",HomeImp,ProfExe,5.0,0.0,0.0,156.03392791,0.0,30.0,36.311407672,"200000-399,999"
789,0,8500,83157.0,"200000-399,999",HomeImp,Self,14.0,0.0,0.0,13.68276401,,8.0,21.297339233,"200000-399,999"
3268,0,17400,166345.0,"200000-399,999",DebtCon,ProfExe,10.0,0.0,0.0,276.06634632,0.0,37.0,24.356593556999997,"200000-399,999"
